name,module_label,degree,weighted_degree,rescaled_weighted_degree,clustering_coeff,margin_score
RPL13A,1,242,144.84380304999993,26.198250704317964,0.48636878022015706,0.9078903198242188
EEF1A1,1,249,147.44567707999994,25.396543593057125,0.45987174504469486,0.9179642200469971
RPS8,1,230,135.95269762999996,22.54764487929648,0.5302828934877539,0.9433525204658508
RPS23,1,233,137.05387266999998,22.330186963845875,0.5165754032854818,0.9547346234321594
RPLP1,1,235,137.61114812999995,21.818029670350555,0.5044553555191853,0.9363267421722412
RPL37A,1,226,134.73630716000002,21.764689943480704,0.5477679449360865,0.8667445778846741
RPS2,1,241,141.15409117000004,21.734670579082657,0.48599585062240663,0.9234543442726135
RPS27,1,225,132.09361768000014,21.695302327496332,0.5399206349206349,0.9690025448799133
RPL27A,1,225,134.12484324999994,21.426707693036487,0.5471031746031746,0.8943544030189514
RPL10,1,238,138.17875128000009,21.21873058248857,0.4812608587738893,0.9654802083969116
RPS12,1,223,131.01910641999996,20.784655963384264,0.550155536702622,0.9525473713874817
RPL26,1,223,132.17346073999994,20.74374952559235,0.5590433482810164,0.8882415890693665
RPS14,1,226,132.92180121999994,20.50941453308776,0.5425762045231072,0.9376353621482849
RPL32,1,226,132.5074207300001,20.357683992227635,0.5466273352999017,0.9479661583900452
RPL31,1,214,127.97556449000005,20.076404551163797,0.591373787898732,0.8729555010795593
RPL13,1,213,126.75459047999999,19.32001069183218,0.5958898042342102,0.888545572757721
RPL37,1,214,125.73230344000005,19.14916747245239,0.5925584660611645,0.9592056274414062
RPS15A,1,215,125.56653478999999,18.981870813313183,0.5254944577265812,0.9557625651359558
RPS6,1,216,127.21685039999993,18.741408890916073,0.5885874246339362,0.9243088960647583
RPL34,1,207,121.77492275,18.685586979375756,0.58894986163876,0.9660317301750183
RPLP0,1,226,130.81363700000003,18.253537979192057,0.5364405113077679,0.9508020281791687
RPL35A,1,216,125.70825779999996,18.237077148948867,0.5766149870801034,0.9680420756340027
AC004086.1,1,221,129.25930192000007,17.955828592086462,0.5660633484162896,0.8908564448356628
RPS19,1,214,124.14360568999997,17.851893757270524,0.5844851037690316,0.975885272026062
RPL11,1,215,125.61568011000006,17.730993074570872,0.5892197348402521,0.9313747882843018
RPL29,1,222,129.07773599,17.17185144142967,0.5635318576495048,0.9192654490470886
RPS24,1,207,120.93587372999995,16.990485480557165,0.6211716148398293,0.9539928436279297
RPS3A,1,211,123.43734959000001,16.85172690687971,0.6046941999548635,0.8887322545051575
RPL17-C18orf32,1,209,122.34947360000007,16.80513007923227,0.6140504232609496,0.9020621180534363
RPS27A,1,210,121.50217681000007,16.47629287631306,0.608794714057872,0.9627546668052673
RPL7,1,211,122.24643278,16.450941151047473,0.5954863461972466,0.9647517800331116
RPL21,1,209,122.39806082000008,16.248712475676946,0.6080695620169304,0.8638505339622498
AC135178.2,1,209,121.22761917000004,15.662592194259814,0.6145564961354435,0.9079627990722656
RPL35,1,211,123.56342050000005,15.594022025308513,0.6030241480478448,0.8162676692008972
RPS16,1,212,122.20124313000002,15.493791344595897,0.6017616024322633,0.9298446774482727
RPS28,1,205,118.27420622999995,15.320194189666093,0.5874222859875657,0.9380292296409607
RPS15,1,209,120.25475722000007,15.197136582588474,0.6065973500184026,0.961879551410675
RPS13,1,208,119.61354265,15.10769432573668,0.6147342995169082,0.9545811414718628
RPL10A,1,206,118.75531811000002,15.037766393046926,0.6260951929907649,0.9408649206161499
RPL23A,1,209,120.41001785000002,14.86998366569073,0.6141424365108576,0.9221752882003784
RPL39,1,197,114.11102722999996,14.866856961130821,0.6335336164922821,0.9381085634231567
RPS7,1,205,118.01504076000003,14.796869781524878,0.6214251554280249,0.9642564058303833
RPL12,1,208,120.35376262000004,14.783617492203167,0.6144091415830546,0.8853575587272644
RPL28,1,204,117.08766244000002,14.468202951039096,0.6253259924659519,0.9560165405273438
RPL27,1,207,118.22868527999998,14.400351065280958,0.6123071150508888,0.9564030766487122
RPL24,1,207,118.86616812999993,14.304880383849264,0.6250175882932321,0.9409160614013672
RPL19,1,204,117.26786464999994,14.127313464002173,0.6324736791268232,0.9569881558418274
RPL18A,1,208,119.16089816000002,14.019398928977672,0.615570419918246,0.9317191243171692
RPLP2,1,195,112.52323494,14.01202738748492,0.6555643669045731,0.9387338161468506
RPS4X,1,200,114.44955037000011,13.510070372680483,0.6473869346733669,0.9493831992149353
RPL15,1,194,110.72242242000003,12.819547017351454,0.6617702045830886,0.9742271304130554
RPS3,1,196,112.07797610000001,12.774392089671997,0.6658294086865516,0.9432486891746521
RPL30,1,184,105.52025897,12.316032295416141,0.674328819196959,0.9731785655021667
RPL36A,1,195,110.21958156999995,11.833922059878745,0.6663494581020354,0.9605555534362793
TPT1,1,197,110.81030534999998,11.431433192439375,0.6374702165130012,0.9606122970581055
RPL5,1,187,106.63289214000005,10.991846783460884,0.6969121959634293,0.9153544902801514
RPL9,1,182,103.51911238,10.944673943172335,0.7144071398215045,0.9557531476020813
RPL3,1,187,106.23011066999997,10.859186920961024,0.6958196768443449,0.9386324882507324
RPS5,1,196,109.56313119,10.832553128543937,0.6569335426478284,0.9643550515174866
RPL18,1,190,106.55021647,10.416115595341019,0.6835978835978835,0.9597072601318359
RPL14,1,197,110.2262791200001,10.365595483963032,0.6607790324251528,0.9150689840316772
RPL4,1,195,109.67537870000005,10.195257314537626,0.6671953476077187,0.8724473714828491
RPL41,1,186,104.09012838000001,10.068414822454825,0.6931705899447835,0.9687936902046204
RPSA,1,194,107.91436115000008,10.05098571499779,0.659580150632979,0.9633138179779053
RPS20,1,181,101.59645258000003,9.467202830910805,0.7148557397176182,0.9195430874824524
AP001324.1,1,176,98.51796263000003,9.28128332731811,0.729025974025974,0.9626937508583069
RPS11,1,157,89.93451151999997,8.804058192602007,0.7600032663726931,0.9740883111953735
RACK1,1,182,102.11130480000003,8.774135552021619,0.7131321716957075,0.8856341242790222
RPS10-NUDT3,1,177,97.89663323000003,8.367417506731064,0.7209809964047252,0.9674286842346191
RPL36,1,183,101.71658165999995,7.943730986682861,0.6993935026721912,0.8396794199943542
RPL8,1,180,98.48734624000004,7.193035613497777,0.7248292985723153,0.918444812297821
EEF1G,1,168,91.85212019000006,6.304942173496978,0.7553464499572283,0.9475255012512207
RPS10,1,152,83.73637702999997,6.076253873601466,0.8182293482049495,0.9729535579681396
RPL38,1,146,80.06629176000001,5.188407030781232,0.8259801606046292,0.9798009991645813
RPL23,1,132,72.65336595000001,4.159090064445401,0.8977561878325238,0.9476572871208191
HNRNPA1,1,130,72.12593408999997,4.117209905098299,0.8660703637447823,0.9681429266929626
GAPDH,1,172,90.28337401000002,4.098319634651812,0.7235822113423093,0.9561741352081299
BTF3,1,144,76.72407486,3.6491800982927693,0.8517871017871018,0.9563363194465637
UBA52,1,128,69.38038288999999,3.4063781818757994,0.8984990157480315,0.9773412346839905
RPL17,1,133,71.11077371999995,3.3243210168832436,0.893028024606972,0.9549648761749268
RPS7P1,1,124,66.40685118000002,3.059276894107113,0.9206661421452924,0.9893594980239868
NACA,1,125,66.82755489,2.8977059273260592,0.9184516129032259,0.9875307083129883
TMSB10,1,151,76.78995243000001,2.069811293686619,0.631523178807947,0.5667062997817993
EIF1,1,125,64.51190057000001,1.8739772166842954,0.9100645161290323,0.9629815220832825
FAU,1,111,58.28296147000002,1.7739778741696293,0.9529893529893531,0.983454167842865
LGALS1,1,135,68.50694890999999,1.748835337406334,0.6466556108347152,0.24425172805786133
ACTG1,1,141,71.15593543000003,1.7257496038030997,0.6664640324214792,0.23055480420589447
SERF2,1,125,64.1447048,1.59806268392189,0.812516129032258,0.8574614524841309
GAS5,1,102,53.09238754,1.4242521372054193,0.9817511162880994,0.9876474142074585
RPL6P27,1,102,53.074801569999984,1.4146831793599801,0.9831100757134538,0.973567545413971
PPIA,1,123,62.401863630000015,1.3455278842510627,0.8632546981207516,0.882941722869873
VIM,1,104,53.638105049999986,1.3031051017606645,0.8310306198655713,0.756432294845581
AL031847.2,1,101,52.22139379999999,1.2435893571958958,0.9817821782178219,0.9768280982971191
RPS21,1,92,48.06115494999999,1.1519528643792505,0.9966555183946488,1.0
RPL13AP25,1,97,49.946544110000026,1.1384497141352448,0.9905498281786942,0.9962317943572998
NPM1,1,95,49.096300639999995,1.0836178538477217,0.9928331466965286,0.9999346733093262
GNAS,1,107,54.11915122000002,0.9951387879978266,0.9536236995238936,0.9152408242225647
COX7C,1,106,53.467292689999994,0.9649220365999304,0.9658580413297394,0.9549687504768372
RPS29,1,91,46.64903164999999,0.9259448040315599,0.9975579975579976,0.9999717473983765
ATP5F1E,1,101,51.192965079999965,0.9240492451080045,0.98,0.960861325263977
ATP5MC2,1,100,50.49739291,0.9177930749970049,0.9765656565656566,0.9945787787437439
SNHG29,1,93,47.47655375999999,0.8846624296703699,0.99041608228144,0.9954783916473389
YBX1,1,107,53.32474984000003,0.8060767133999694,0.9398695115499912,0.7575735449790955
SNHG5,1,108,53.87556406,0.7769465644084197,0.9742125302872967,0.7623872756958008
ACTB,1,123,59.02412521,0.713421700097797,0.7896841263494603,0.4122438132762909
AL122020.1,1,96,48.076818890000006,0.7107714808295601,0.9905701754385965,0.9316717386245728
SNRPD2,1,92,46.178052730000005,0.6885247014516203,0.9904443382704253,0.9907766580581665
PTMA,1,112,53.41863823999999,0.5710146922818428,0.7482303732303732,-0.40364497900009155
HSP90AB1,1,93,45.823733560000015,0.5425564394543088,0.9962599345488546,0.9858976602554321
RPS4Y1,1,87,42.649369439999994,0.455279617280723,0.9989307671745523,0.9996919631958008
IGF2,1,123,58.03629013000005,0.45150116052774,0.8194055711048914,-0.8332714438438416
OST4,1,89,42.84331823,0.36901975691253,0.9982124616956077,0.9971203804016113
NDUFA4,1,96,45.75274642000001,0.3606843520763455,0.9611842105263158,0.6919848322868347
EEF2,1,95,45.56312752000001,0.3603092001180399,0.9926091825307951,0.9021767973899841
PFN1,1,85,40.912763289999994,0.3191977841956001,0.9974789915966386,0.999783456325531
RPL22,1,81,39.03928361999999,0.28733496066951303,1.0,1.0
MYL6,1,86,40.85125030000002,0.2628185849116899,0.9986320109439124,1.0
NAP1L1,1,82,38.65090661999999,0.21937277494524526,0.9924721469436917,0.934027373790741
AL365357.1,1,74,35.09632111,0.20068500978673998,1.0,1.0
EIF3E,1,83,38.957699399999996,0.1882330124868327,0.9991184249191889,0.9119368195533752
DYNLL1,1,90,41.317525690000004,0.16973421806751174,0.9832709113607989,0.39347565174102783
ZFAS1,1,76,35.66903154,0.16884595921439996,1.0,1.0
SLC25A3,1,76,35.662474689999996,0.16452618320143594,1.0,1.0
AL591846.1,1,73,34.06698706,0.14927884706299996,1.0,1.0
COX4I1,1,77,35.75838298000001,0.14677296355457,1.0,1.0
EIF3F,1,75,34.742537189999986,0.12353283256972003,1.0,1.0
GNG5,1,80,36.75552112,0.12319559466392058,1.0,0.9443188309669495
TUBA1B,1,82,37.315592110000004,0.11741394765107023,0.9560373381511593,-0.34026750922203064
MYL12A,1,83,37.7668195,0.10437856002834113,0.9976491331178372,0.32390928268432617
RPS2P46,1,72,33.02800434,0.10100615616659998,1.0,1.0
HSPA8,1,81,36.76434634,0.10087461995462405,0.9993827160493828,0.9721617698669434
UBB,1,87,38.98692198999999,0.09682422555196331,0.9649826249665865,0.6504554152488708
UQCRB,1,74,33.833017289999994,0.09480508775815001,1.0,1.0
RPS2P5,1,72,32.75546575999999,0.09101120962880303,1.0,1.0
UQCRH,1,74,33.439963240000004,0.07913709809558593,1.0,1.0
RPL13AP5,1,70,31.289614009999998,0.055949678857255936,1.0,1.0
AC073861.1,1,72,31.95602102,0.045924912566999994,1.0,0.9956088066101074
RPS26,1,74,32.67455862999999,0.04402655760561954,0.9381710477600889,-0.39601606130599976
NME1-NME2,1,71,31.396056869999992,0.042371995182579995,1.0,1.0
TOMM7,1,69,30.552388380000004,0.042131931916433905,1.0,1.0
ATP5MD,1,65,28.67800733000001,0.035459135917852734,1.0,0.9997312426567078
AC007969.1,1,65,28.47563791,0.034720158092040994,1.0,1.0
