source,target,PCC,Rescaled_PCC
AC005943.1,AC004086.1,0.43496275,0.00019786214
AC007969.1,AC004086.1,0.45303825,0.00069073826
AC010197.2,AC004086.1,0.40550527,7.724682e-07
AC073861.1,AC004086.1,0.46879163,0.0015071378
AC074138.1,AC008080.4,0.4540655,0.0007316557
AC093512.2,AC004086.1,0.4756076,0.0020009787
AC093899.2,AC004086.1,0.5465262,0.014564378
AC093899.2,AC093512.2,0.4308536,0.00013597644
AC104389.5,AC104389.4,0.66993684,0.09106104
AC135178.2,AC004086.1,0.78881824,0.272136
AC135178.2,AC005943.1,0.42049834,3.9875125e-05
AC135178.2,AC007969.1,0.44531137,0.00043069277
AC135178.2,AC073861.1,0.4607141,0.0010361313
AC135178.2,AC093512.2,0.4533759,0.0007040148
AC135178.2,AC093899.2,0.5334094,0.01099273
ACADSB,AC002094.3,0.4153977,1.6901045e-05
ACSL4,AC002094.3,0.4813621,0.0024935184
ACTA1,AC004086.1,0.60202056,0.03817094
ACTA1,AC093512.2,0.50642926,0.005581221
ACTA1,AC093899.2,0.7117944,0.14033015
ACTA1,AC135178.2,0.5808572,0.027387584
ACTB,AC004086.1,0.490185,0.0033958538
ACTB,AC135178.2,0.46822503,0.001470203
ACTC1,AC004086.1,0.6414356,0.06515537
ACTC1,AC073861.1,0.41499192,1.559973e-05
ACTC1,AC093512.2,0.5159296,0.007213216
ACTC1,AC093899.2,0.72232074,0.15502824
ACTC1,AC135178.2,0.6193855,0.04888435
ACTC1,ACTA1,0.860872,0.4531971
ACTG1,AC004086.1,0.55105305,0.015956389
ACTG1,AC135178.2,0.5253067,0.009108964
ACTG1,ACTB,0.6771023,0.0985069
ACTG2,ACTA2,0.41202036,8.040766e-06
ACTN2,AC004086.1,0.45121822,0.00062204164
ACTN2,AC093899.2,0.53805524,0.012181614
ACTN2,AC135178.2,0.43711498,0.00023669757
ACTN2,ACTA1,0.6351267,0.060179986
ACTN2,ACTC1,0.6688906,0.090006314
AFP,A1BG,0.44159237,0.0003331094
AFP,AC002094.3,0.74666715,0.19287865
AFP,AC011481.3,0.50892323,0.005982844
AFP,ACADSB,0.54115504,0.01302073
AFP,ACSL4,0.62967193,0.05608799
AFP,ADH1A,0.48365405,0.0027102353
AGT,AC002094.3,0.6468883,0.06967031
AGT,AC011481.3,0.4388501,0.0002714705
AGT,ACADSB,0.4674782,0.0014224476
AGT,ACSL4,0.54341,0.013654773
AGT,ADH1A,0.41682988,2.2069325e-05
AGT,AFP,0.8472292,0.4141299
AGXT,AFP,0.40829566,2.643007e-06
AHSG,A1BG,0.42744893,9.5746334e-05
AHSG,AC002094.3,0.7154631,0.14534223
AHSG,AC011481.3,0.4883779,0.0031957822
AHSG,ACADSB,0.5208379,0.00816875
AHSG,ACSL4,0.60812354,0.0417359
AHSG,ADH1A,0.4658934,0.0013245598
AHSG,AFP,0.94293267,0.7409417
AHSG,AGT,0.81594855,0.33316937
AHSP,AC002094.3,0.69148874,0.11465989
AHSP,AC011481.3,0.466039,0.0013333606
AHSP,AC104389.5,0.49025172,0.0034033968
AHSP,ACADSB,0.49736133,0.0042727324
AHSP,ACSL4,0.5746038,0.024643771
AHSP,ADH1A,0.43876,0.00026958622
AHSP,AFP,0.8946093,0.5601869
AHSP,AGT,0.770514,0.23548327
AHSP,AHSG,0.85898846,0.4476633
AK1,ACTA1,0.47154567,0.0016954935
AK1,ACTC1,0.47044748,0.001618611
AKR1C1,AFP,0.47816595,0.0022110522
AKR1C1,AGT,0.41763222,2.5378555e-05
AKR1C1,AHSG,0.4597729,0.0009886883
AKR1C1,AHSP,0.43819517,0.00025797123
AL031847.2,AC004086.1,0.57929546,0.02668419
AL031847.2,AC135178.2,0.5708552,0.023090366
AL031847.2,ACTA1,0.42763877,9.7746684e-05
AL031847.2,ACTC1,0.45396188,0.0007274569
AL122020.1,AC004086.1,0.55135125,0.016051078
AL122020.1,AC093899.2,0.40610188,1.051808e-06
AL122020.1,AC135178.2,0.5450253,0.014121388
