name,module_label,degree,weighted_degree,rescaled_weighted_degree,clustering_coeff,margin_score
Tuba1a,1,294,216.10386655999986,16.46473373117607,0.19444637923428756,0.9024091958999634
Rtn1,1,276,201.80881749999992,12.615973570706945,0.20974967061923583,0.9789626598358154
Crmp1,1,249,181.3864690900001,11.123636449664806,0.2560888716154942,0.9968184232711792
Tubb2b,1,250,181.61975168999996,10.94627121048113,0.24546184738955823,0.9698222875595093
Stmn2,1,236,171.88396629000002,10.42466961262925,0.2724486116119726,0.9996779561042786
Mapt,1,247,179.89281125000002,9.75654985876345,0.24406701556894111,1.0
Stmn1,1,215,156.92050073999988,9.409173277046046,0.2841556183438383,0.8551540374755859
Basp1,1,245,177.9507243799999,9.160665109318215,0.2654064904650385,0.9977417588233948
Stmn3,1,217,158.03851386000008,8.77055262753202,0.3068356374807988,0.999984860420227
Tmsb10,1,247,178.25476815,8.690350846051961,0.25025509364405385,0.8040606379508972
Mllt11,1,230,166.47379351999993,8.595481986287611,0.29219669641161955,0.997229814529419
Lrba,1,247,178.3161619999998,8.526418033225996,0.24890556597873673,0.760554313659668
Snrpn,1,228,164.8788746200001,8.104385407641308,0.285802612257516,0.9996634125709534
Map2,1,211,152.70431954000003,6.818297798811327,0.32128187767998195,1.0
Tubb2a,1,213,153.72074341999988,6.727670815943458,0.2973691203826734,1.0
Gm38393,1,216,155.1739267300001,6.686518794040471,0.31020671834625324,1.0
Tubb3,1,170,123.28954114999998,6.571290733303843,0.4179603202227637,0.9969757199287415
Bex2,1,206,148.45577759000003,6.5591791547742195,0.344068197963533,0.9856868386268616
Gng3,1,193,139.17106432000003,6.186087297818017,0.3755936960276338,0.9996358752250671
Ina,1,194,139.90656573999988,6.037461771452819,0.35601730676780086,1.0
Elavl3,1,182,131.10314957999992,5.96723038533776,0.4038613320381276,1.0
Dpysl3,1,205,147.08538835000002,5.8715335753282,0.3464371114299378,1.0
Dcx,1,194,139.5379992599999,5.848874658557904,0.36605950536830295,0.9999982714653015
Gap43,1,175,126.03993052999995,5.390232245442447,0.3871264367816092,1.0
Map1b,1,181,129.82823222000002,5.1256793197241075,0.4093922651933702,1.0
Nsg2,1,155,112.10412173000002,4.9225406804410605,0.47448680351906164,0.9999990463256836
Cnih2,1,165,118.72941545,4.896327750145666,0.4496674057649668,1.0
Gnao1,1,174,124.50869086999998,4.085068090844879,0.426217527074613,1.0
Stmn4,1,158,113.12937212999994,4.010878050245292,0.4839958074659356,1.0
Rufy3,1,162,115.73467030000002,3.9930494503708185,0.48569894946706543,1.0
Cdk5r1,1,140,100.57902233999998,3.7102179825303994,0.5327852004110998,1.0
Uchl1,1,138,98.68887750999998,3.52323542057175,0.5048132867872633,1.0
Rab3a,1,151,107.71601999999999,3.3686210249375144,0.5246799116997792,1.0
Sept3,1,141,100.96897833999998,3.331035539256735,0.5639311043566363,1.0
Calm2,1,178,126.02491101999998,3.093008871170404,0.37922935313908457,0.9662778377532959
Nnat,1,132,94.4619302,2.9866103193056706,0.5474207726116124,1.0
Nsg1,1,131,93.52826438999995,2.717181251310154,0.612918379330593,1.0
Marcksl1,1,120,85.33312893,2.528247142739991,0.3931372549019608,0.48460662364959717
Celf4,1,151,106.78043823,2.52266021304636,0.48141280353200877,1.0
Dpysl2,1,139,98.75626442000001,2.513338936906417,0.5755395683453237,1.0
Serf1,1,126,89.57739698999997,2.344550009013071,0.5867936507936509,0.9980437159538269
Tubb5,1,131,92.92046362999997,2.342663564750983,0.39072225484439227,0.6038839221000671
AC161165.4,1,122,86.66944952000004,2.3286715917798846,0.653028044980355,1.0
Rab3c,1,137,97.05518896999999,2.3169220328217097,0.555817947617003,1.0
Pfn2,1,135,95.37058556999997,2.2053126062383748,0.5838584853510227,1.0
Kif5c,1,122,86.54127123,2.065305131936145,0.6556022219211489,1.0
Dpysl5,1,110,78.19272736,2.025370686619842,0.7037531276063386,1.0
Myt1l,1,117,83.13129341999999,1.901810830460729,0.6193633952254641,1.0
Fnbp1l,1,130,91.60118356999998,1.8251996352619084,0.5720930232558139,1.0
Gpm6a,1,105,74.25262631000001,1.5658381706596693,0.680952380952381,1.0
Nrxn1,1,119,84.09716130999999,1.5428823252853296,0.5143142002563738,1.0
Gng2,1,94,66.91280684000002,1.5191033103804166,0.7970716083276138,1.0
Gdi1,1,97,68.75942097000002,1.4114766128634582,0.7970360824742269,1.0
Gm1673,1,92,65.39381877999999,1.3909142449883074,0.804586717630196,1.0
2900011O08Rik,1,102,71.89666930000003,1.3665834051975396,0.741797709182683,1.0
Snap47,1,108,75.87649785,1.319736904784089,0.7009345794392523,1.0
Soga3,1,90,63.57568022999998,1.183907424056638,0.8074906367041198,1.0
Ttc9b,1,75,53.13351549999999,0.9979031178980199,0.9001801801801801,1.0
Calm1,1,117,81.49832702000002,0.9803778457350436,0.4669908635425877,0.5442100167274475
Ly6h,1,90,63.18732517000001,0.9605324731744525,0.7612983770287142,1.0
Sbk1,1,82,57.522049830000014,0.9603579367228516,0.7332128876844324,0.8195879459381104
Pcsk1n,1,80,55.93740151999998,0.8852960973617319,0.7870253164556962,1.0
Elavl2,1,71,50.136325630000016,0.8473581949632167,0.8849094567404426,1.0
Ptms,1,88,61.28622680000001,0.79600319712436,0.6324451410658307,0.9860725402832031
Hecw1,1,79,55.56282618999998,0.7460382856853662,0.8257059396299903,1.0
Chd3os,1,78,54.736814360000004,0.6865323047780747,0.7599067599067599,1.0
Pafah1b3,1,74,51.723775480000015,0.6770102591873001,0.8556090336912254,1.0
Ctnna2,1,83,58.24410958000001,0.6745350620259252,0.7396414928004701,1.0
Actl6b,1,65,45.78200206,0.6527632992555378,0.9528846153846153,1.0
Fez1,1,76,52.91787551999997,0.645062551292916,0.8,1.0
H3f3b,1,44,31.00201637,0.6411961801158,0.4524312896405919,0.27106136083602905
Cadps,1,76,53.20095094000001,0.6366297154729412,0.8238596491228071,1.0
Serp2,1,71,49.66568683999998,0.6144415261047491,0.8519114688128773,1.0
Scg5,1,71,49.63532975000001,0.6080100045620881,0.9340040241448693,1.0
Hdgfl3,1,75,52.54562102,0.5904344418855261,0.8908108108108108,1.0
Cfl1,1,63,43.90769906000001,0.5834388355881999,0.4429083461341526,0.588369607925415
Evl,1,76,53.108517690000006,0.5802490137671825,0.8561403508771931,1.0
6330403K07Rik,1,73,50.98001069,0.573049579274086,0.9265601217656011,1.0
Hsbp1,1,90,62.20247365,0.5703560017811002,0.6451935081148564,0.9991652965545654
Ywhag,1,73,50.662821950000016,0.5684360456791882,0.8481735159817352,1.0
Erc2,1,80,55.653878079999984,0.5595180602979899,0.7727848101265823,1.0
Zcchc18,1,77,53.64444603,0.5516370282648086,0.8226247436773753,1.0
Jpt1,1,57,39.574183680000004,0.5261097729722388,0.7180451127819548,1.0
Tagln3,1,59,41.120698110000006,0.5144034646623,0.8158971361776739,1.0
Dynlrb1,1,81,55.94825102000001,0.5065439855057852,0.6512345679012346,0.998320460319519
Rab6b,1,57,39.726040760000004,0.5023523447608331,0.818295739348371,1.0
Snhg11,1,59,41.11508838000002,0.4663893468269701,0.6884862653419053,1.0
Calm3,1,73,50.72698668,0.46614853690063796,0.865296803652968,1.0
Klc1,1,55,38.377558769999986,0.4646723003283839,0.9232323232323232,1.0
Atat1,1,58,40.26357400000002,0.4461291950656621,0.9449485783424076,1.0
Gm48283,1,56,39.36671124,0.42846666379219056,0.9850649350649351,1.0
Gabrb3,1,68,47.30050100999999,0.407931606510644,0.9060579455662862,1.0
Pkia,1,78,53.881414369999995,0.40544807465719157,0.7695637695637696,1.0
Ubb,1,44,30.48690304,0.40389033546772324,0.7219873150105709,1.0
Aplp1,1,57,39.88480291,0.4032702364266599,0.9855889724310777,1.0
Snap25,1,61,42.25122715999999,0.39814545440099713,0.919672131147541,1.0
Chl1,1,69,47.75977259999999,0.39669199707752006,0.8716965046888321,1.0
Apc,1,77,53.28434578999999,0.3950124854210229,0.8393711551606288,1.0
Tmod2,1,60,41.53007711,0.38151525263390035,0.9514124293785311,1.0
Pak3,1,63,43.86245369999999,0.37660851299183123,0.924731182795699,1.0
Ybx1,1,79,54.33655225999999,0.36556764033196554,0.4787406686140863,0.5292608737945557
